GroupID,MemberID,Action
5558,10111,CREATED

5558,10111,DELETED

5558,10111,DELETED

5558,10111,DELETED

5558,10111,DELETED

5558,10111,DELETED

5558,10111,CREATED

5558,10111,DELETED

